SEN No.,Batch id,Batch No,Class Commencement Date,Dec,Jan,Feb,March,April,May,June,July,Aug,Sept,Oct,Nov,Total hrs spent
GL1220221702,GL-B68,68,28/02/2022,22,38,37,39,10,40,39,16,21,13,35,32,342
GL1220221713,GL-B68,68,28/02/2022,13,32,19,39,38,14,29,20,12,36,26,14,292
GL1220221714,GL-B68,68,28/02/2022,33,25,30,23,22,32,36,24,29,31,34,12,331
GL1220221715,GL-B68,68,28/02/2022,32,25,28,39,16,20,36,40,10,17,15,24,302
GL1220221718,GL-B68,68,28/02/2022,16,35,19,36,35,33,12,30,11,25,15,22,289
GL1220221716,GL-B68,68,28/02/2022,24,26,17,36,30,19,34,32,38,25,14,31,326
GL1220221717,GL-B68,68,28/02/2022,11,16,38,27,20,14,31,40,32,15,39,34,317
GL1220221720,GL-B68,68,28/02/2022,15,13,36,18,35,37,37,36,33,34,37,31,362
GL1220221722,GL-B68,68,28/02/2022,25,39,12,19,28,39,15,16,13,24,12,26,268
GL1220221725,GL-B68,68,28/02/2022,23,30,23,20,10,18,30,33,13,31,28,21,280
GL1220221727,GL-B68,68,28/02/2022,13,17,12,28,19,20,10,19,30,22,23,24,237
GL1220221734,GL-B69,69,05/04/2022,20,26,16,19,34,29,40,24,15,24,22,22,291
GL122021235,GL-B69,69,05/04/2022,31,20,30,14,25,27,30,10,35,33,25,29,309
-,GL-B69,69,05/04/2022,36,34,15,32,11,37,24,40,39,28,21,21,338
GL1220221683,GL-B69,69,05/04/2022,35,12,34,17,24,29,21,28,35,12,28,32,307
GL1220221738,GL-B69,69,05/04/2022,39,25,20,35,29,37,21,12,12,29,15,34,308
GL1220221742,GL-B69,69,05/04/2022,14,29,14,15,37,37,18,33,23,28,22,23,293
GL1220221747,GL-B69,69,05/04/2022,35,29,32,18,38,40,21,35,33,14,18,36,349
GL1220221748,GL-B69,69,05/04/2022,16,19,22,21,17,17,20,36,21,27,15,11,242
GL1220221749,GL-B69,69,05/04/2022,11,22,11,38,28,28,10,35,10,10,28,37,268
GL1220221751,GL-B69,69,05/04/2022,29,38,32,35,29,12,24,22,17,26,26,38,328
GL1220221757,GL-B69,69,05/04/2022,35,16,38,34,20,33,16,17,27,19,37,34,326
GL1220221761,GL-B69,69,05/04/2022,40,38,27,23,34,33,20,31,21,25,22,13,327
GL1220221768,GL-B69,69,05/04/2022,31,30,10,23,21,14,12,12,38,16,18,28,253
GL1220221769,GL-B69,69,05/04/2022,36,15,33,21,11,18,27,32,12,36,13,12,266
GL1220221770,GL-B69,69,05/04/2022,37,35,17,17,20,22,23,17,24,37,20,28,297
GL1220221771,GL-B69,69,05/04/2022,21,40,10,32,25,37,37,30,13,31,13,27,316
-,GL-B69,69,05/04/2022,12,11,19,29,32,19,20,15,39,23,11,25,255
GL1220221777,GL-B69,69,05/04/2022,38,20,39,29,20,30,11,10,36,20,25,35,313
GL1220221787,GL-B69,69,05/04/2022,26,35,40,11,21,29,35,37,31,34,10,38,347
GL1220221784,GL-B69,69,05/04/2022,38,25,29,16,13,27,35,10,16,20,15,13,257
GL1220221789,GL-B69,69,05/04/2022,13,36,10,27,10,29,29,31,35,35,20,30,305
-,GL-B69,69,05/04/2022,13,18,24,14,39,30,13,40,30,28,23,21,293
GL1220221793,GL-B69,69,05/04/2022,28,19,10,10,33,31,25,30,23,30,26,26,291
GL1220221794,GL-B69,69,05/04/2022,39,15,29,31,36,13,12,31,40,36,31,15,328
GL1220221797,GL-B69,69,05/04/2022,12,16,18,14,37,22,36,10,23,29,11,14,242
GL1220221801,GL-B69,69,05/04/2022,22,11,27,14,17,13,30,20,35,11,32,26,258
GL1220221803,GL-B69,69,05/04/2022,12,11,23,20,28,27,25,30,24,22,12,15,249
GL1220221796,GL-B69,69,05/04/2022,36,18,23,38,39,23,20,20,20,39,38,26,340
GL1220221805,GL-B69,69,05/04/2022,36,36,31,16,32,31,17,27,39,13,27,23,328
GL1220221813,GL-B69,69,05/04/2022,38,18,10,17,37,11,17,11,20,37,32,22,270
GL1220221812,GL-B69,69,05/04/2022,30,18,11,27,18,36,16,19,28,26,22,29,280
GL1220221814,GL-B69,69,05/04/2022,12,11,36,19,19,31,35,19,39,32,12,18,283
GL1220221815,GL-B69,69,05/04/2022,35,25,20,40,40,33,36,35,32,24,23,26,369
GL1220221822,GL-B69,69,05/04/2022,20,22,20,25,22,13,20,20,11,24,34,14,245
GL1220221823,GL-B69,69,05/04/2022,25,36,20,22,28,25,35,21,15,27,38,27,319
GL1220221824,GL-B69,69,05/04/2022,28,12,21,40,20,31,11,26,11,14,22,18,254
GL1020221507,GL-B69,69,05/04/2022,12,35,26,19,24,33,37,18,18,13,20,30,285
GL1220221728,GL-B69,69,05/04/2022,10,11,36,36,32,14,40,30,39,12,39,10,309
GL1220221832,GL-B69,69,05/04/2022,40,16,14,16,36,27,22,32,22,39,27,19,310
-,GL-B69,69,05/04/2022,38,37,13,37,16,15,23,23,21,31,14,31,299
GL1220221745,GL-B69,69,05/04/2022,18,15,33,29,21,23,18,36,28,39,21,40,321
GL1220221802,GL-B69,69,05/04/2022,33,40,28,34,28,17,35,24,13,38,25,12,327
GL1020221426,GL-B69,69,05/04/2022,21,11,33,12,13,40,23,15,14,15,20,14,231
GL032022374,GL-B69,69,05/04/2022,28,25,11,40,32,36,24,26,26,32,31,37,348
GL1220221732,GL-B69,69,05/04/2022,18,26,29,37,10,39,11,35,16,13,14,14,262
GL1020221315,GL-B69,69,05/04/2022,34,16,21,34,20,18,27,34,23,11,28,18,284
GL1220221773,GL-B69,69,05/04/2022,22,32,33,37,21,21,34,31,10,40,23,12,316
-,GL-B70,70,05/04/2022,14,14,27,18,34,39,30,14,18,15,30,11,264
GL1220221817,GL-B70,70,06/04/2022,22,40,23,36,40,10,10,24,29,15,24,31,304
GL1120221660,GL-B70,70,07/04/2022,13,39,39,23,12,15,31,21,31,37,23,35,319
-,GL-B70,70,08/04/2022,33,13,15,35,34,24,12,19,10,40,24,36,295
GL1220221708,GL-B70,70,09/04/2022,37,18,32,24,33,35,23,16,33,28,22,14,315
GL1220221730,GL-B70,70,10/04/2022,33,37,31,24,10,38,22,31,36,20,17,29,328
GL1220221741,GL-B70,70,11/04/2022,19,27,26,23,21,29,17,39,23,24,27,31,306
GL1220221744,GL-B70,70,12/04/2022,31,40,37,26,15,15,37,39,13,39,14,24,330
GL1220221746,GL-B70,70,13/04/2022,39,40,29,29,16,20,11,22,33,34,27,31,331
GL1220221750,GL-B70,70,14/04/2022,11,30,35,38,35,34,38,39,36,26,29,32,383
GL1220221752,GL-B70,70,15/04/2022,20,22,29,12,34,19,23,17,28,13,37,32,286
GL1220221756,GL-B70,70,16/04/2022,16,12,12,30,17,13,24,12,10,19,21,38,224
GL1220221760,GL-B70,70,17/04/2022,37,22,10,38,28,22,27,19,29,23,38,25,318
GL1220221754,GL-B70,70,18/04/2022,16,20,12,13,21,22,17,19,26,21,11,40,238
GL1220221763,GL-B70,70,19/04/2022,40,32,31,29,25,24,25,17,33,11,19,21,307
GL1220221764,GL-B70,70,20/04/2022,25,29,28,38,16,35,14,30,10,19,35,21,300
GL1220221766,GL-B70,70,21/04/2022,20,35,24,20,33,15,22,12,17,10,29,27,264
GL1220221772,GL-B70,70,22/04/2022,10,18,11,36,23,20,17,14,40,27,28,32,276
GL1220221774,GL-B70,70,23/04/2022,32,10,34,32,13,11,37,32,24,39,22,22,308
GL1220221779,GL-B70,70,24/04/2022,40,25,20,32,21,16,21,10,10,27,10,20,252
GL1220221780,GL-B70,70,25/04/2022,17,32,33,13,11,17,14,24,38,36,33,12,280
GL1220221781,GL-B70,70,26/04/2022,35,11,21,14,22,27,28,13,39,28,15,38,291
GL1020221385,GL-B70,70,27/04/2022,11,39,16,34,40,10,22,21,40,23,10,20,286
GL1220221782,GL-B70,70,28/04/2022,13,39,32,40,26,29,27,14,13,39,19,39,330
GL1220221788,GL-B70,70,29/04/2022,13,12,40,40,38,24,38,24,30,16,20,23,318
GL1220221790,GL-B70,70,30/04/2022,34,34,40,18,40,39,11,11,35,28,27,29,346
GL1220221799,GL-B70,70,01/05/2022,27,23,16,15,13,18,28,11,20,14,14,13,212
GL1220221795,GL-B70,70,02/05/2022,39,33,14,12,20,32,18,32,32,10,19,11,272
GL1220221806,GL-B70,70,03/05/2022,36,37,17,36,40,39,30,23,35,28,39,19,379
GL1220221807,GL-B70,70,04/05/2022,36,10,32,40,13,25,36,31,34,11,14,12,294
GL1220221811,GL-B70,70,05/05/2022,31,26,35,34,22,37,29,10,22,20,10,33,309
GL1220221818,GL-B70,70,06/05/2022,14,33,27,35,28,36,16,33,25,40,27,32,346
GL1220221825,GL-B70,70,07/05/2022,22,11,14,35,22,33,31,30,15,19,38,35,305
GL1220221826,GL-B70,70,08/05/2022,25,32,18,37,14,25,12,24,13,14,40,37,291
GL1220221827,GL-B70,70,09/05/2022,18,38,16,19,10,31,12,18,31,11,24,27,255
GL1220221829,GL-B70,70,10/05/2022,16,33,10,16,16,33,13,24,40,25,23,31,280
GL1120221581,GL-B70,70,11/05/2022,32,18,24,16,35,29,39,25,26,24,35,19,322
GL1220221753,GL-B70,70,12/05/2022,22,19,22,21,39,13,16,31,33,21,18,12,267
GL1120221549,GL-B70,70,13/05/2022,34,19,18,16,24,19,19,16,11,27,30,23,256
GL1220221694,GL-B70,70,14/05/2022,14,38,40,10,22,23,36,16,24,33,31,40,327
GL1220221695,GL-B70,70,15/05/2022,12,35,21,16,28,28,16,30,14,11,23,18,252
GL1220221733,GL-B70,70,16/05/2022,35,38,17,31,25,29,29,37,26,32,19,39,357
GL1120221639,GL-B70,70,17/05/2022,37,30,28,27,19,23,22,26,36,10,36,27,321
GL1220221729,GL-B70,70,18/05/2022,32,13,16,35,35,12,24,33,27,20,21,35,303
GL1120221548,GL-B70,70,19/05/2022,36,15,35,29,19,27,36,12,31,21,10,20,291
GL1220221809,GL-B70,70,20/05/2022,13,35,29,18,10,20,38,32,29,29,32,33,318
GL1220221816,GL-B70,70,21/05/2022,31,17,28,33,34,38,14,22,35,19,15,19,305
GL1220221798,GL-B70,70,22/05/2022,39,35,39,33,10,21,12,32,23,27,29,18,318
GL1220221820,GL-B70,70,23/05/2022,34,26,31,16,33,22,19,24,26,16,38,10,295
GL1220221828,GL-B70,70,24/05/2022,23,24,36,13,21,30,38,33,26,14,10,11,279
GL1220221778,GL-B70,70,25/05/2022,40,14,29,38,24,15,25,26,13,15,31,33,303
GL1020221496,GL-B70,70,25/05/2022,23,12,21,31,39,34,33,34,17,10,15,37,306
GL1020221497,GL-B70,70,25/05/2022,20,12,33,16,30,34,22,25,16,10,27,33,278
