SEN No.,Batch id,Batch No,Class Commencement Date,Assessment Date,Excel,Excel %Score,Assessment Date,Power BI,Power BI %Score,Assessment Date,SQL,SQL %Score,Assessment Date,Statistics,Statistics %Score,Assessment Date,Python,Python %Score,Assessment Date,Machine Learning,Machine Learning %Score,Assessment Date,AWS,AWS %Score,Assessment Date,Deep Learning,Deep Learning %Score,Assessment Date,NLP,NLP %Score,Total Marks,Pass Rate,Total Avg %,Pass/Fail
GL062022740,GL-B47,47,10/04/2022,10/05/2022,14,23.33,10/06/2022,21,35.00,10/07/2022,56,93.33,10/08/2022,38,63.33,10/09/2022,26,43.33,10/10/2022,1,1.67,10/11/2022,2,3.33,10/12/2022,44,73.33,10/01/2023,11,18.33,60,40,39.44,Fail
GL072022864,GL-B47,47,10/04/2022,10/05/2022,5,8.33,10/06/2022,22,36.67,10/07/2022,45,75.00,10/08/2022,35,58.33,10/09/2022,33,55.00,10/10/2022,10,16.67,10/11/2022,5,8.33,10/12/2022,52,86.67,10/01/2023,9,15.00,60,40,40.00,Fail
GL082022998,GL-B47,47,10/04/2022,10/05/2022,28,46.67,10/06/2022,20,33.33,10/07/2022,42,70.00,10/08/2022,17,28.33,10/09/2022,59,98.33,10/10/2022,15,25.00,10/11/2022,24,40.00,10/12/2022,12,20.00,10/01/2023,16,26.67,60,40,43.15,Fail
GL0820221017,GL-B48,48,05/06/2022,05/07/2022,15,25.00,05/08/2022,35,58.33,05/09/2022,50,83.33,05/10/2022,1,1.67,05/11/2022,31,51.67,05/12/2022,5,8.33,05/01/2023,36,60.00,05/02/2023,18,30.00,05/03/2023,53,88.33,60,40,45.19,Fail
GL0820221064,GL-B48,48,05/06/2022,05/07/2022,27,45.00,05/08/2022,13,21.67,05/09/2022,27,45.00,05/10/2022,41,68.33,05/11/2022,39,65.00,05/12/2022,18,30.00,05/01/2023,14,23.33,05/02/2023,34,56.67,05/03/2023,40,66.67,60,40,46.85,Fail
GL0820221074,GL-B48,48,05/06/2022,05/07/2022,28,46.67,05/08/2022,5,8.33,05/09/2022,51,85.00,05/10/2022,18,30.00,05/11/2022,47,78.33,05/12/2022,21,35.00,05/01/2023,37,61.67,05/02/2023,54,90.00,05/03/2023,31,51.67,60,40,54.07,Pass
GL0920221122,GL-B48,48,05/06/2022,05/07/2022,19,31.67,05/08/2022,35,58.33,05/09/2022,50,83.33,05/10/2022,50,83.33,05/11/2022,7,11.67,05/12/2022,20,33.33,05/01/2023,23,38.33,05/02/2023,22,36.67,05/03/2023,43,71.67,60,40,49.81,Fail
GL0920221125,GL-B48,48,05/06/2022,05/07/2022,34,56.67,05/08/2022,56,93.33,05/09/2022,58,96.67,05/10/2022,30,50.00,05/11/2022,42,70.00,05/12/2022,1,1.67,05/01/2023,12,20.00,05/02/2023,44,73.33,05/03/2023,45,75.00,60,40,59.63,Pass
GL0920221127,GL-B48,48,05/06/2022,05/07/2022,53,88.33,05/08/2022,9,15.00,05/09/2022,44,73.33,05/10/2022,49,81.67,05/11/2022,4,6.67,05/12/2022,48,80.00,05/01/2023,1,1.67,05/02/2023,22,36.67,05/03/2023,8,13.33,60,40,44.07,Fail
GL0920221128,GL-B48,48,05/06/2022,05/07/2022,60,100.00,05/08/2022,21,35.00,05/09/2022,60,100.00,05/10/2022,59,98.33,05/11/2022,37,61.67,05/12/2022,57,95.00,05/01/2023,46,76.67,05/02/2023,56,93.33,05/03/2023,10,16.67,60,40,75.19,Pass
GL0920221130,GL-B48,48,05/06/2022,05/07/2022,33,55.00,05/08/2022,51,85.00,05/09/2022,53,88.33,05/10/2022,27,45.00,05/11/2022,32,53.33,05/12/2022,12,20.00,05/01/2023,11,18.33,05/02/2023,46,76.67,05/03/2023,23,38.33,60,40,53.33,Pass
GL0920221136,GL-B48,48,05/06/2022,05/07/2022,48,80.00,05/08/2022,23,38.33,05/09/2022,44,73.33,05/10/2022,23,38.33,05/11/2022,44,73.33,05/12/2022,50,83.33,05/01/2023,58,96.67,05/02/2023,6,10.00,05/03/2023,19,31.67,60,40,58.33,Pass
GL0920221137,GL-B48,48,05/06/2022,05/07/2022,18,30.00,05/08/2022,31,51.67,05/09/2022,46,76.67,05/10/2022,4,6.67,05/11/2022,46,76.67,05/12/2022,40,66.67,05/01/2023,48,80.00,05/02/2023,14,23.33,05/03/2023,25,41.67,60,40,50.37,Pass
GL0920221138,GL-B48,48,05/06/2022,05/07/2022,40,66.67,05/08/2022,33,55.00,05/09/2022,6,10.00,05/10/2022,29,48.33,05/11/2022,36,60.00,05/12/2022,16,26.67,05/01/2023,16,26.67,05/02/2023,48,80.00,05/03/2023,54,90.00,60,40,51.48,Pass
GL0920221140,GL-B48,48,05/06/2022,05/07/2022,16,26.67,05/08/2022,42,70.00,05/09/2022,22,36.67,05/10/2022,12,20.00,05/11/2022,1,1.67,05/12/2022,37,61.67,05/01/2023,40,66.67,05/02/2023,57,95.00,05/03/2023,4,6.67,60,40,42.78,Fail
GL0920221144,GL-B48,48,05/06/2022,05/07/2022,17,28.33,05/08/2022,42,70.00,05/09/2022,35,58.33,05/10/2022,29,48.33,05/11/2022,17,28.33,05/12/2022,51,85.00,05/01/2023,47,78.33,05/02/2023,48,80.00,05/03/2023,35,58.33,60,40,59.44,Pass
GL0120211999,GL-B48,48,05/06/2022,05/07/2022,55,91.67,05/08/2022,12,20.00,05/09/2022,22,36.67,05/10/2022,7,11.67,05/11/2022,54,90.00,05/12/2022,37,61.67,05/01/2023,44,73.33,05/02/2023,43,71.67,05/03/2023,5,8.33,60,40,51.67,Pass
GL0920221148,GL-B48,48,05/06/2022,05/07/2022,11,18.33,05/08/2022,50,83.33,05/09/2022,4,6.67,05/10/2022,7,11.67,05/11/2022,37,61.67,05/12/2022,2,3.33,05/01/2023,54,90.00,05/02/2023,8,13.33,05/03/2023,8,13.33,60,40,33.52,Fail
GL0920221150,GL-B48,48,05/06/2022,05/07/2022,16,26.67,05/08/2022,59,98.33,05/09/2022,43,71.67,05/10/2022,2,3.33,05/11/2022,2,3.33,05/12/2022,59,98.33,05/01/2023,27,45.00,05/02/2023,3,5.00,05/03/2023,9,15.00,60,40,40.74,Fail
GL0920221151,GL-B48,48,05/06/2022,05/07/2022,51,85.00,05/08/2022,57,95.00,05/09/2022,2,3.33,05/10/2022,25,41.67,05/11/2022,14,23.33,05/12/2022,55,91.67,05/01/2023,29,48.33,05/02/2023,28,46.67,05/03/2023,49,81.67,60,40,57.41,Pass
GL0920221146,GL-B48,48,05/06/2022,05/07/2022,55,91.67,05/08/2022,2,3.33,05/09/2022,51,85.00,05/10/2022,29,48.33,05/11/2022,15,25.00,05/12/2022,12,20.00,05/01/2023,15,25.00,05/02/2023,36,60.00,05/03/2023,14,23.33,60,40,42.41,Fail
GL0820221080,GL-B48,48,05/06/2022,05/07/2022,54,90.00,05/08/2022,8,13.33,05/09/2022,45,75.00,05/10/2022,47,78.33,05/11/2022,30,50.00,05/12/2022,23,38.33,05/01/2023,33,55.00,05/02/2023,3,5.00,05/03/2023,12,20.00,60,40,47.22,Fail
GL0920221154,GL-B48,48,05/06/2022,05/07/2022,53,88.33,05/08/2022,7,11.67,05/09/2022,60,100.00,05/10/2022,20,33.33,05/11/2022,60,100.00,05/12/2022,21,35.00,05/01/2023,35,58.33,05/02/2023,27,45.00,05/03/2023,42,70.00,60,40,60.19,Pass
GL0920221155,GL-B48,48,05/06/2022,05/07/2022,19,31.67,05/08/2022,58,96.67,05/09/2022,48,80.00,05/10/2022,17,28.33,05/11/2022,27,45.00,05/12/2022,7,11.67,05/01/2023,33,55.00,05/02/2023,3,5.00,05/03/2023,10,16.67,60,40,41.11,Fail
GL0920221159,GL-B48,48,05/06/2022,05/07/2022,27,45.00,05/08/2022,54,90.00,05/09/2022,16,26.67,05/10/2022,60,100.00,05/11/2022,44,73.33,05/12/2022,17,28.33,05/01/2023,48,80.00,05/02/2023,43,71.67,05/03/2023,5,8.33,60,40,58.15,Pass
GL0920221163,GL-B48,48,05/06/2022,05/07/2022,48,80.00,05/08/2022,56,93.33,05/09/2022,29,48.33,05/10/2022,35,58.33,05/11/2022,25,41.67,05/12/2022,39,65.00,05/01/2023,14,23.33,05/02/2023,27,45.00,05/03/2023,19,31.67,60,40,54.07,Pass
GL072022908,GL-B48,48,05/06/2022,05/07/2022,48,80.00,05/08/2022,42,70.00,05/09/2022,36,60.00,05/10/2022,59,98.33,05/11/2022,35,58.33,05/12/2022,59,98.33,05/01/2023,49,81.67,05/02/2023,22,36.67,05/03/2023,9,15.00,60,40,66.48,Pass
GL0920221166,GL-B48,48,05/06/2022,05/07/2022,29,48.33,05/08/2022,50,83.33,05/09/2022,39,65.00,05/10/2022,37,61.67,05/11/2022,7,11.67,05/12/2022,49,81.67,05/01/2023,19,31.67,05/02/2023,41,68.33,05/03/2023,5,8.33,60,40,51.11,Pass
GL0920221169,GL-B48,48,05/06/2022,05/07/2022,46,76.67,05/08/2022,57,95.00,05/09/2022,3,5.00,05/10/2022,48,80.00,05/11/2022,8,13.33,05/12/2022,59,98.33,05/01/2023,11,18.33,05/02/2023,58,96.67,05/03/2023,46,76.67,60,40,62.22,Pass
GL0920221174,GL-B48,48,05/06/2022,05/07/2022,58,96.67,05/08/2022,24,40.00,05/09/2022,31,51.67,05/10/2022,38,63.33,05/11/2022,30,50.00,05/12/2022,18,30.00,05/01/2023,4,6.67,05/02/2023,51,85.00,05/03/2023,54,90.00,60,40,57.04,Pass
GL0920221177,GL-B48,48,05/06/2022,05/07/2022,6,10.00,05/08/2022,18,30.00,05/09/2022,15,25.00,05/10/2022,10,16.67,05/11/2022,25,41.67,05/12/2022,45,75.00,05/01/2023,14,23.33,05/02/2023,58,96.67,05/03/2023,51,85.00,60,40,44.81,Fail
GL0920221181,GL-B48,48,05/06/2022,05/07/2022,53,88.33,05/08/2022,3,5.00,05/09/2022,60,100.00,05/10/2022,11,18.33,05/11/2022,56,93.33,05/12/2022,24,40.00,05/01/2023,39,65.00,05/02/2023,39,65.00,05/03/2023,49,81.67,60,40,61.85,Pass
GL0920221187,GL-B48,48,05/06/2022,05/07/2022,34,56.67,05/08/2022,60,100.00,05/09/2022,2,3.33,05/10/2022,46,76.67,05/11/2022,43,71.67,05/12/2022,32,53.33,05/01/2023,23,38.33,05/02/2023,38,63.33,05/03/2023,16,26.67,60,40,54.44,Pass
GL0920221182,GL-B48,48,05/06/2022,05/07/2022,28,46.67,05/08/2022,25,41.67,05/09/2022,58,96.67,05/10/2022,25,41.67,05/11/2022,20,33.33,05/12/2022,17,28.33,05/01/2023,29,48.33,05/02/2023,16,26.67,05/03/2023,56,93.33,60,40,50.74,Pass
GL082022955,GL-B48,48,05/06/2022,05/07/2022,45,75.00,05/08/2022,27,45.00,05/09/2022,54,90.00,05/10/2022,43,71.67,05/11/2022,25,41.67,05/12/2022,36,60.00,05/01/2023,3,5.00,05/02/2023,14,23.33,05/03/2023,4,6.67,60,40,46.48,Fail
GL122021229,GL-B48,48,05/06/2022,05/07/2022,19,31.67,05/08/2022,46,76.67,05/09/2022,49,81.67,05/10/2022,58,96.67,05/11/2022,35,58.33,05/12/2022,9,15.00,05/01/2023,50,83.33,05/02/2023,52,86.67,05/03/2023,7,11.67,60,40,60.19,Pass
GL042022474,GL-B48,48,05/06/2022,05/07/2022,18,30.00,05/08/2022,17,28.33,05/09/2022,15,25.00,05/10/2022,25,41.67,05/11/2022,18,30.00,05/12/2022,9,15.00,05/01/2023,43,71.67,05/02/2023,17,28.33,05/03/2023,21,35.00,60,40,33.89,Fail
GL0920221202,GL-B48,48,05/06/2022,05/07/2022,42,70.00,05/08/2022,32,53.33,05/09/2022,44,73.33,05/10/2022,40,66.67,05/11/2022,6,10.00,05/12/2022,59,98.33,05/01/2023,15,25.00,05/02/2023,24,40.00,05/03/2023,32,53.33,60,40,54.44,Pass
GL0920221204,GL-B48,48,05/06/2022,05/07/2022,37,61.67,05/08/2022,56,93.33,05/09/2022,41,68.33,05/10/2022,26,43.33,05/11/2022,43,71.67,05/12/2022,10,16.67,05/01/2023,39,65.00,05/02/2023,31,51.67,05/03/2023,26,43.33,60,40,57.22,Pass
GL0920221208,GL-B48,48,05/06/2022,05/07/2022,8,13.33,05/08/2022,22,36.67,05/09/2022,55,91.67,05/10/2022,15,25.00,05/11/2022,32,53.33,05/12/2022,32,53.33,05/01/2023,2,3.33,05/02/2023,31,51.67,05/03/2023,48,80.00,60,40,45.37,Fail
GL0920221209,GL-B48,48,05/06/2022,05/07/2022,37,61.67,05/08/2022,50,83.33,05/09/2022,12,20.00,05/10/2022,51,85.00,05/11/2022,53,88.33,05/12/2022,35,58.33,05/01/2023,49,81.67,05/02/2023,35,58.33,05/03/2023,60,100.00,60,40,70.74,Pass
GL0920221213,GL-B48,48,05/06/2022,05/07/2022,14,23.33,05/08/2022,43,71.67,05/09/2022,52,86.67,05/10/2022,30,50.00,05/11/2022,4,6.67,05/12/2022,45,75.00,05/01/2023,48,80.00,05/02/2023,1,1.67,05/03/2023,44,73.33,60,40,52.04,Pass
GL0920221214,GL-B48,48,05/06/2022,05/07/2022,60,100.00,05/08/2022,5,8.33,05/09/2022,58,96.67,05/10/2022,6,10.00,05/11/2022,39,65.00,05/12/2022,52,86.67,05/01/2023,43,71.67,05/02/2023,51,85.00,05/03/2023,30,50.00,60,40,63.70,Pass
GL0820221014,GL-B48,48,05/06/2022,05/07/2022,55,91.67,05/08/2022,44,73.33,05/09/2022,19,31.67,05/10/2022,59,98.33,05/11/2022,28,46.67,05/12/2022,22,36.67,05/01/2023,8,13.33,05/02/2023,41,68.33,05/03/2023,22,36.67,60,40,55.19,Pass
GL0820221012,GL-B48,48,05/06/2022,05/07/2022,15,25.00,05/08/2022,57,95.00,05/09/2022,51,85.00,05/10/2022,34,56.67,05/11/2022,3,5.00,05/12/2022,27,45.00,05/01/2023,26,43.33,05/02/2023,13,21.67,05/03/2023,27,45.00,60,40,46.85,Fail
GL0920221238,GL-B48,48,05/06/2022,05/07/2022,58,96.67,05/08/2022,59,98.33,05/09/2022,19,31.67,05/10/2022,12,20.00,05/11/2022,29,48.33,05/12/2022,44,73.33,05/01/2023,24,40.00,05/02/2023,3,5.00,05/03/2023,33,55.00,60,40,52.04,Pass
GL072022890,GL-B48,48,05/06/2022,05/07/2022,13,21.67,05/08/2022,59,98.33,05/09/2022,15,25.00,05/10/2022,40,66.67,05/11/2022,50,83.33,05/12/2022,35,58.33,05/01/2023,7,11.67,05/02/2023,55,91.67,05/03/2023,54,90.00,60,40,60.74,Pass
GL0920221183,GL-B48,48,05/06/2022,05/07/2022,42,70.00,05/08/2022,2,3.33,05/09/2022,8,13.33,05/10/2022,43,71.67,05/11/2022,51,85.00,05/12/2022,26,43.33,05/01/2023,46,76.67,05/02/2023,40,66.67,05/03/2023,37,61.67,60,40,54.63,Pass
GL082022955,GL-B48,48,05/06/2022,05/07/2022,45,75.00,05/08/2022,2,3.33,05/09/2022,29,48.33,05/10/2022,2,3.33,05/11/2022,51,85.00,05/12/2022,25,41.67,05/01/2023,52,86.67,05/02/2023,2,3.33,05/03/2023,12,20.00,60,40,40.74,Fail
GL0820221066,GL-B49,49,17/08/2022,17/09/2022,11,18.33,17/10/2022,36,60.00,17/11/2022,50,83.33,17/12/2022,18,30.00,17/01/2023,6,10.00,17/02/2023,6,10.00,17/03/2023,38,63.33,17/04/2023,50,83.33,17/05/2023,48,80.00,60,40,48.70,Fail
GL0920221121,GL-B49,49,17/08/2022,17/09/2022,26,43.33,17/10/2022,9,15.00,17/11/2022,41,68.33,17/12/2022,46,76.67,17/01/2023,51,85.00,17/02/2023,29,48.33,17/03/2023,22,36.67,17/04/2023,52,86.67,17/05/2023,41,68.33,60,40,58.70,Pass
GL0920221129,GL-B49,49,17/08/2022,17/09/2022,29,48.33,17/10/2022,41,68.33,17/11/2022,39,65.00,17/12/2022,6,10.00,17/01/2023,27,45.00,17/02/2023,14,23.33,17/03/2023,4,6.67,17/04/2023,29,48.33,17/05/2023,41,68.33,60,40,42.59,Fail
GL0920221131,GL-B49,49,17/08/2022,17/09/2022,42,70.00,17/10/2022,39,65.00,17/11/2022,18,30.00,17/12/2022,26,43.33,17/01/2023,31,51.67,17/02/2023,27,45.00,17/03/2023,38,63.33,17/04/2023,41,68.33,17/05/2023,47,78.33,60,40,57.22,Pass
GL0920221133,GL-B49,49,17/08/2022,17/09/2022,59,98.33,17/10/2022,36,60.00,17/11/2022,51,85.00,17/12/2022,8,13.33,17/01/2023,49,81.67,17/02/2023,14,23.33,17/03/2023,52,86.67,17/04/2023,6,10.00,17/05/2023,11,18.33,60,40,52.96,Pass
GL0920221162,GL-B49,49,17/08/2022,17/09/2022,44,73.33,17/10/2022,35,58.33,17/11/2022,25,41.67,17/12/2022,33,55.00,17/01/2023,2,3.33,17/02/2023,16,26.67,17/03/2023,59,98.33,17/04/2023,26,43.33,17/05/2023,1,1.67,60,40,44.63,Fail
GL0920221175,GL-B49,49,17/08/2022,17/09/2022,37,61.67,17/10/2022,53,88.33,17/11/2022,2,3.33,17/12/2022,35,58.33,17/01/2023,58,96.67,17/02/2023,51,85.00,17/03/2023,58,96.67,17/04/2023,48,80.00,17/05/2023,10,16.67,60,40,65.19,Pass
GL0920221188,GL-B49,49,17/08/2022,17/09/2022,5,8.33,17/10/2022,39,65.00,17/11/2022,30,50.00,17/12/2022,53,88.33,17/01/2023,10,16.67,17/02/2023,21,35.00,17/03/2023,32,53.33,17/04/2023,4,6.67,17/05/2023,22,36.67,60,40,40.00,Fail
GL0920221190,GL-B49,49,17/08/2022,17/09/2022,12,20.00,17/10/2022,5,8.33,17/11/2022,31,51.67,17/12/2022,25,41.67,17/01/2023,6,10.00,17/02/2023,24,40.00,17/03/2023,55,91.67,17/04/2023,56,93.33,17/05/2023,57,95.00,60,40,50.19,Pass
NA,GL-B49,49,17/08/2022,17/09/2022,54,90.00,17/10/2022,30,50.00,17/11/2022,55,91.67,17/12/2022,4,6.67,17/01/2023,42,70.00,17/02/2023,42,70.00,17/03/2023,50,83.33,17/04/2023,27,45.00,17/05/2023,2,3.33,60,40,56.67,Pass
GL0920221197,GL-B49,49,17/08/2022,17/09/2022,20,33.33,17/10/2022,15,25.00,17/11/2022,44,73.33,17/12/2022,48,80.00,17/01/2023,36,60.00,17/02/2023,58,96.67,17/03/2023,38,63.33,17/04/2023,14,23.33,17/05/2023,60,100.00,60,40,61.67,Pass
GL0920221199,GL-B49,49,17/08/2022,17/09/2022,18,30.00,17/10/2022,34,56.67,17/11/2022,47,78.33,17/12/2022,18,30.00,17/01/2023,45,75.00,17/02/2023,9,15.00,17/03/2023,55,91.67,17/04/2023,4,6.67,17/05/2023,39,65.00,60,40,49.81,Fail
GL0920221203,GL-B49,49,17/08/2022,17/09/2022,29,48.33,17/10/2022,46,76.67,17/11/2022,4,6.67,17/12/2022,23,38.33,17/01/2023,30,50.00,17/02/2023,27,45.00,17/03/2023,48,80.00,17/04/2023,28,46.67,17/05/2023,14,23.33,60,40,46.11,Fail
GL0920221207,GL-B49,49,17/08/2022,17/09/2022,38,63.33,17/10/2022,19,31.67,17/11/2022,34,56.67,17/12/2022,33,55.00,17/01/2023,11,18.33,17/02/2023,47,78.33,17/03/2023,40,66.67,17/04/2023,53,88.33,17/05/2023,36,60.00,60,40,57.59,Pass
GL0920221200,GL-B49,49,17/08/2022,17/09/2022,38,63.33,17/10/2022,3,5.00,17/11/2022,11,18.33,17/12/2022,22,36.67,17/01/2023,56,93.33,17/02/2023,4,6.67,17/03/2023,1,1.67,17/04/2023,42,70.00,17/05/2023,41,68.33,60,40,40.37,Fail
GL0920221211,GL-B49,49,17/08/2022,17/09/2022,30,50.00,17/10/2022,19,31.67,17/11/2022,41,68.33,17/12/2022,9,15.00,17/01/2023,38,63.33,17/02/2023,24,40.00,17/03/2023,59,98.33,17/04/2023,48,80.00,17/05/2023,33,55.00,60,40,55.74,Pass
NA,GL-B49,49,17/08/2022,17/09/2022,33,55.00,17/10/2022,7,11.67,17/11/2022,45,75.00,17/12/2022,28,46.67,17/01/2023,41,68.33,17/02/2023,24,40.00,17/03/2023,33,55.00,17/04/2023,31,51.67,17/05/2023,48,80.00,60,40,53.70,Pass
GL0920221139,GL-B49,49,17/08/2022,17/09/2022,15,25.00,17/10/2022,57,95.00,17/11/2022,10,16.67,17/12/2022,42,70.00,17/01/2023,41,68.33,17/02/2023,51,85.00,17/03/2023,59,98.33,17/04/2023,5,8.33,17/05/2023,29,48.33,60,40,57.22,Pass
GL0820221114,GL-B49,49,17/08/2022,17/09/2022,35,58.33,17/10/2022,40,66.67,17/11/2022,22,36.67,17/12/2022,30,50.00,17/01/2023,27,45.00,17/02/2023,38,63.33,17/03/2023,5,8.33,17/04/2023,48,80.00,17/05/2023,34,56.67,60,40,51.67,Pass
GL0820221111,GL-B50,50,22/11/2022,22/12/2022,28,46.67,22/01/2023,40,66.67,22/02/2023,54,90.00,22/03/2023,33,55.00,22/04/2023,13,21.67,22/05/2023,31,51.67,22/06/2023,44,73.33,22/07/2023,37,61.67,22/08/2023,31,51.67,60,40,57.59,Pass
GL0920221124,GL-B50,50,22/11/2022,22/12/2022,12,20.00,22/01/2023,27,45.00,22/02/2023,52,86.67,22/03/2023,46,76.67,22/04/2023,3,5.00,22/05/2023,2,3.33,22/06/2023,6,10.00,22/07/2023,54,90.00,22/08/2023,32,53.33,60,40,43.33,Fail
GL0820221117,GL-B50,50,22/11/2022,22/12/2022,40,66.67,22/01/2023,37,61.67,22/02/2023,28,46.67,22/03/2023,48,80.00,22/04/2023,4,6.67,22/05/2023,10,16.67,22/06/2023,24,40.00,22/07/2023,38,63.33,22/08/2023,48,80.00,60,40,51.30,Pass
GL0920221132,GL-B50,50,22/11/2022,22/12/2022,41,68.33,22/01/2023,6,10.00,22/02/2023,20,33.33,22/03/2023,29,48.33,22/04/2023,37,61.67,22/05/2023,39,65.00,22/06/2023,56,93.33,22/07/2023,15,25.00,22/08/2023,31,51.67,60,40,50.74,Pass
GL0920221135,GL-B50,50,22/11/2022,22/12/2022,21,35.00,22/01/2023,4,6.67,22/02/2023,2,3.33,22/03/2023,31,51.67,22/04/2023,13,21.67,22/05/2023,22,36.67,22/06/2023,6,10.00,22/07/2023,1,1.67,22/08/2023,42,70.00,60,40,26.30,Fail
GL0920221134,GL-B50,50,22/11/2022,22/12/2022,37,61.67,22/01/2023,32,53.33,22/02/2023,30,50.00,22/03/2023,31,51.67,22/04/2023,59,98.33,22/05/2023,6,10.00,22/06/2023,46,76.67,22/07/2023,53,88.33,22/08/2023,25,41.67,60,40,59.07,Pass
GL0920221153,GL-B50,50,22/11/2022,22/12/2022,39,65.00,22/01/2023,51,85.00,22/02/2023,13,21.67,22/03/2023,59,98.33,22/04/2023,14,23.33,22/05/2023,11,18.33,22/06/2023,7,11.67,22/07/2023,26,43.33,22/08/2023,1,1.67,60,40,40.93,Fail
GL0920221156,GL-B50,50,22/11/2022,22/12/2022,41,68.33,22/01/2023,35,58.33,22/02/2023,8,13.33,22/03/2023,56,93.33,22/04/2023,60,100.00,22/05/2023,19,31.67,22/06/2023,45,75.00,22/07/2023,51,85.00,22/08/2023,39,65.00,60,40,65.56,Pass
GL0920221157,GL-B50,50,22/11/2022,22/12/2022,59,98.33,22/01/2023,21,35.00,22/02/2023,32,53.33,22/03/2023,27,45.00,22/04/2023,10,16.67,22/05/2023,42,70.00,22/06/2023,7,11.67,22/07/2023,58,96.67,22/08/2023,39,65.00,60,40,54.63,Pass
GL0920221158,GL-B50,50,22/11/2022,22/12/2022,57,95.00,22/01/2023,58,96.67,22/02/2023,19,31.67,22/03/2023,50,83.33,22/04/2023,43,71.67,22/05/2023,6,10.00,22/06/2023,3,5.00,22/07/2023,29,48.33,22/08/2023,11,18.33,60,40,51.11,Pass
GL0920221164,GL-B50,50,22/11/2022,22/12/2022,14,23.33,22/01/2023,19,31.67,22/02/2023,1,1.67,22/03/2023,6,10.00,22/04/2023,19,31.67,22/05/2023,30,50.00,22/06/2023,8,13.33,22/07/2023,2,3.33,22/08/2023,59,98.33,60,40,29.26,Fail
GL0920221171,GL-B50,50,22/11/2022,22/12/2022,28,46.67,22/01/2023,9,15.00,22/02/2023,41,68.33,22/03/2023,25,41.67,22/04/2023,49,81.67,22/05/2023,33,55.00,22/06/2023,48,80.00,22/07/2023,49,81.67,22/08/2023,37,61.67,60,40,59.07,Pass
GL0920221172,GL-B50,50,22/11/2022,22/12/2022,34,56.67,22/01/2023,30,50.00,22/02/2023,17,28.33,22/03/2023,52,86.67,22/04/2023,42,70.00,22/05/2023,8,13.33,22/06/2023,18,30.00,22/07/2023,11,18.33,22/08/2023,50,83.33,60,40,48.52,Fail
GL0920221168,GL-B50,50,22/11/2022,22/12/2022,33,55.00,22/01/2023,28,46.67,22/02/2023,29,48.33,22/03/2023,17,28.33,22/04/2023,35,58.33,22/05/2023,31,51.67,22/06/2023,12,20.00,22/07/2023,10,16.67,22/08/2023,22,36.67,60,40,40.19,Fail
GL0920221176,GL-B50,50,22/11/2022,22/12/2022,27,45.00,22/01/2023,59,98.33,22/02/2023,16,26.67,22/03/2023,4,6.67,22/04/2023,29,48.33,22/05/2023,36,60.00,22/06/2023,31,51.67,22/07/2023,46,76.67,22/08/2023,9,15.00,60,40,47.59,Fail
GL0920221178,GL-B50,50,22/11/2022,22/12/2022,15,25.00,22/01/2023,27,45.00,22/02/2023,50,83.33,22/03/2023,54,90.00,22/04/2023,36,60.00,22/05/2023,35,58.33,22/06/2023,34,56.67,22/07/2023,34,56.67,22/08/2023,53,88.33,60,40,62.59,Pass
GL0920221179,GL-B50,50,22/11/2022,22/12/2022,60,100.00,22/01/2023,46,76.67,22/02/2023,50,83.33,22/03/2023,26,43.33,22/04/2023,41,68.33,22/05/2023,8,13.33,22/06/2023,47,78.33,22/07/2023,8,13.33,22/08/2023,27,45.00,60,40,57.96,Pass
GL0920221180,GL-B50,50,22/11/2022,22/12/2022,26,43.33,22/01/2023,1,1.67,22/02/2023,28,46.67,22/03/2023,25,41.67,22/04/2023,45,75.00,22/05/2023,57,95.00,22/06/2023,32,53.33,22/07/2023,58,96.67,22/08/2023,32,53.33,60,40,56.30,Pass
GL0920221184,GL-B50,50,22/11/2022,22/12/2022,25,41.67,22/01/2023,60,100.00,22/02/2023,19,31.67,22/03/2023,28,46.67,22/04/2023,1,1.67,22/05/2023,58,96.67,22/06/2023,36,60.00,22/07/2023,6,10.00,22/08/2023,54,90.00,60,40,53.15,Pass
GL0920221185,GL-B50,50,22/11/2022,22/12/2022,36,60.00,22/01/2023,16,26.67,22/02/2023,15,25.00,22/03/2023,3,5.00,22/04/2023,8,13.33,22/05/2023,19,31.67,22/06/2023,41,68.33,22/07/2023,31,51.67,22/08/2023,31,51.67,60,40,37.04,Fail
GL0920221186,GL-B50,50,22/11/2022,22/12/2022,32,53.33,22/01/2023,58,96.67,22/02/2023,55,91.67,22/03/2023,30,50.00,22/04/2023,43,71.67,22/05/2023,21,35.00,22/06/2023,22,36.67,22/07/2023,27,45.00,22/08/2023,5,8.33,60,40,54.26,Pass
GL0920221191,GL-B50,50,22/11/2022,22/12/2022,47,78.33,22/01/2023,47,78.33,22/02/2023,20,33.33,22/03/2023,36,60.00,22/04/2023,47,78.33,22/05/2023,53,88.33,22/06/2023,6,10.00,22/07/2023,53,88.33,22/08/2023,26,43.33,60,40,62.04,Pass
GL0920221193,GL-B50,50,22/11/2022,22/12/2022,45,75.00,22/01/2023,52,86.67,22/02/2023,34,56.67,22/03/2023,7,11.67,22/04/2023,56,93.33,22/05/2023,47,78.33,22/06/2023,46,76.67,22/07/2023,58,96.67,22/08/2023,42,70.00,60,40,71.67,Pass
